公司名称,地区,地址,联系人,职务,电子邮件,电话号码,邮政编码,主营,,客户类别,所属新野,人数,注册资金,开业日期,传真
上海凯懋数码科技有限公司,上海,上海市南汇工业园区汇成路５３０号第４幢,陈加立P,,,68009459-803,201300,生产计算机，数字影音播放机，内存卡，卡片阅读机及相关软件，销售公司自产产品，提供相关技术服务。（涉及许可经营的凭许可证经营）。,,外资企业,电子计算机整机制造业,40,100,2003-11-13
上海国大东盛大药房有限公司,上海,上海市平凉路１４８９号,姚军,,,65864209,200090,中成药、化学药制剂、抗生素、生化药品、生物制品、中药饮片、医疗器械、食品（不含熟食）、日用化学品、日用杂品、日用百货、文化用品、计划生育用具、健身器材、酒类销售。（以上经营范围涉及许可经营的凭许可证经,,私营有限责任公司,中草药及制品批发业,50,300,2003-7-29
上海冠众新型建筑材料有限公司,上海,上海市浦东新区高桥镇炮台浜１２８号５号楼２０６室,曹维,,,58640222,200137,建筑材料、装璜材料、防水材料的销售，混凝土添加剂、粘合剂、干粉砂浆、保温砂浆的研制、开发及销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,建筑材料批发业,60,100,2003-7-29
上海新爱顿家具有限公司,上海,上海市奉贤区青村镇０,陆军,,,67100495,201414,生产各类木制品家具，销售公司自产产品（上述经营范围涉及许可经营的凭许可证经营）,,中外合资经营企业,木制家具制造业,130,105,2003-8-6
上海赤诚建材制造有限公司,上海,上海市南汇区新场镇坦直工业区（坦直村８组）,余英,,,68171358,201314,Ｔ型龙骨，石膏制品，铝扣板，制造，销售；木线木板，五金电器，销售。（涉及行政许可经营的凭许可证经营）。,,私营有限责任公司,其他砖瓦、石灰和轻质建筑材料制造业,50,100,2003-7-21
天孚真空机器软管（上海）有限公司,上海,上海市莘庄工业区春光路以西，金都路以北,前岛谅三TF,,,58888699,201108,开发，生产电子专用设备，高档建筑五金，水暖器材及五金件以及上述产品的配件，销售自产产品，并提供售后安装，维修服务。（涉及许可经营的凭许可证经营）。,,外资企业,电子工业专用设备制造业,36,250,2003-11-17
上海昂美塑胶有限公司,上海,上海市浦东新区罗山路１２２１号,苏志杰,,,13311761738,200135,经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口（国家限定公司经营或禁止进出口的商品和技术除外），塑胶制品、玩具的生产、销售（限在奉贤区从事生产）（涉及许可经营的凭许可证经营,,有限责任公司,机械、电子设备批发业,120,108,2003-7-24
上海苏食肉品有限公司,上海,上海市浦东新区东方路３６９８号１１９室,叶俊新,,,58899976,200125,食品（不含熟食）、粮油制品、农副产品、纸及纸制品、塑料制品的销售，普通机械设备的销售、安装及维修（涉及许可经营的凭许可证经营）。,,有限责任公司,肉、禽、蛋及其制品批发业,30,100,2003-7-24
上海永裕航运有限公司,上海,上海市南汇区惠南镇城东路２３号２０１室５号,陈国祥,,,58020991,201300,水路旅客运输，长江中下游、内河省际及市内普通货物（含集装箱）运输；集装箱修理。（涉及行政许可经营的凭许可证经营）。,,私营有限责任公司,沿海港口业,58,200,2003-7-23
上海信谊马德世营养保健品有限公司,上海,上海市嘉定区嘉朱公路练祁河桥东侧（嘉朱公路５号桥）,DR.ASTRID ROEVER,,,59961727,201815,生产功能性食品，销售本公司自产产品（涉及许可证经营的凭许可证经营）。,,中外合资经营企业,代乳品制造业,35,290,2003-7-25
上海市复求进修学院,上海,上海市浦东南路１６３０号,胡爱本,,,58310258,200122,办学层次，高等非学历教育。办学类别，文化，外语，管理，职技。办学形式，全日制，业余。招生对象，成人，青少年。,,其它经济,其他教育,38,105,2003-7-22
上海众隆电子电器有限公司,上海,上海市南汇区航头镇沪南公路５１００号３１０室,杨国平,,,58171095,201317,电子元件，仪器仪表，生产，销售。（凡涉及行政许可的凭许可证经营）。,,私营有限责任公司,电子元件制造业,100,250,2003-7-23
上海中科移动通信科技有限公司,上海,上海市浦东张江高科技园区碧波路５７２弄１１６号第１３幢,郑小军,,,50807128,201203,移动通信软件及设备的研发，移动通信设备的测试、销售，并提供相关的技术咨询和技术服务（涉及许可经营的凭许可证经营）。,,私营有限责任公司,软件开发咨询业,40,200,2003-7-22
富松精密机械（上海）有限公司,上海,上海市松江区洞泾镇渔洋浜村（洞泾工业区二区）,罗能广,,,13361809962,201619,生产电子元件成型相关设备，绕线机设备，手机按键，外壳，生产设备，振动送料设备，模具及精密机件生产设备，自动化机械设备，低压液态燃料容器设备，销售公司自产产品（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,电子元件制造业,60,250,2003-9-17
上海瑞尔物流有限公司,上海,上海市天目东路２５８号６楼,陆士强,,,63536674,200070,货物运输，货物联运，货运代理，仓储，日用百货，钢材，建材，销售。（涉及许可经营的凭许可证经营）,,有限责任公司,汽车运输业,45,100,2003-8-26
上海宏发电声有限公司,上海,上海市奉贤区奉浦工业区奉浦大道１１１号Ｂ－１３９,郭满金,,,13701984869,201400,继电器、传感器、低压电器及相关电子元件产品的销售，售后服务（上述经营范围涉及许可经营的项目凭许可证经营）。,,有限责任公司,机械、电子设备批发业,100,250,2003-7-21
上海宏康医院有限公司,上海,上海市普陀区大渡河路１９３３号,苏元族,,,62653019,200333,眼科，口腔科。（凡涉及许可经营的项目凭许可证经营）。,,私营有限责任公司,综合医院,40,150,2003-7-22
上海德布天地房地产经纪有限公司,上海,上海市安澜路６９号６０１室Ｌ座,黄仑,,,63200889,200010,房地产经纪，附设分支机构。（以上范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,房地产经纪与代理业,80,300,2003-7-22
上海亚永机械制造有限公司,上海,上海市南汇区泥城镇南果公路１６６１号,苏永平,,,58071035,201306,五金机械设备，冷作钣金，金属结构件，五金，制造，加工；橡塑制品，销售。（涉及行政许可的凭许可证经营）。,,私营有限责任公司,其他普通机械制造业,40,120,2003-7-18
上海贵和服装有限公司,上海,上海市浦东新区三林路２００号,钟贵和,,,50630663,200124,经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口（国家限定公司经营或禁止进出口的商品和技术除外），服装、服饰、床上用品、抽纱制品、针纺织品的生产、加工，五金交电、装潢材料、针,,私营有限责任公司,服装制造业,100,200,2003-7-17
上海市民办新虹桥中学,上海,上海市虹桥路２２０６号,陈昌富,,,62617288,200336,跨区县招收中，小学毕业生的全日制普通完全中学,,其它经济,普通中学,113,120,2003-7-28
易士登工业金属制造（上海）有限公司,上海,上海市宝山区泰和路１１０１号,John Sullivan,,,64154913,200940,开发，生产汽车配件，五金机械，塑料制品及相关产品，销售自产产品，提供售后服务（涉及许可经营的凭许可证经营）。,,港、澳、台独资企业,汽车零部件及配件制造业,30,100,2003-9-23
上海君和仓储有限公司,上海,上海市浦东新区华夏东路３８２８号,徐世宏,,,58551078,201201,仓储及服务（除危险品，涉及许可经营的凭许可证经营。）。,,私营有限责任公司,仓储业,30,100,2003-7-16
上海上菱家用电器技术服务有限公司,上海,上海市浦东新区北张家浜路１２８号,俞红根,,,68564186,200122,电冰箱维修，家用电器的销售及售后服务（涉及许可经营的凭许可证经营）。,,有限责任公司,日用品修理业,80,110,2003-7-15
上海宇恒继电器有限公司,上海,上海市南汇区六灶镇鹿园工业区鹿兴路１０１号,徐晓峰,,,58169375,201322,生产继电器及与电子控制相关的部件和元器件，销售公司自产产品。（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,变压器制造业,200,210,2003-11-13
三菱重工汽车空调系统（上海）有限公司,上海,上海市金桥出口加工区秦桥路２１１号,FUJII YASUO,,,68411111-802,200120,生产汽车空调机及其零部件，销售自产产品，并提供相关的技术咨询和售后服务（涉及许可证经营的凭许可证经营）。,,外资企业,汽车零部件及配件制造业,30,200,2003-9-8
上海陶源文化传播有限公司,上海,上海市崇明县城桥镇西门路５８８号,陶琴珍,,,69625818,202150,影视策划，影视领域内“四技”服务，承接各类广告设计、制作，涉及许可经营的凭许可证经营。,,私营有限责任公司,种植业,38,300,2003-7-16
上海凯翰防护用品有限公司,上海,上海市浦东新区北蔡镇北中路１９５号,赵晓东,,,13801651156,201204,自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），针棉织品、手套、袜子、服装服饰的生产、加工、销售，化工原料（除危险品）、塑料制品、一般劳防用品的销售（以上涉及许可经营,,有限责任公司,纺织品批发业,150,300,2003-7-15
东芝产品服务（上海）有限公司,上海,上海市淮海中路９３号大上海时代广场１６楼,藤谷和男,,,68415666,200021,销售和代理销售日本株式会社东芝及关联公司在中国所投资企业生产的和委托中国国内企业生产的东芝品牌的商品，提供与销售有关的服务和售后服务，采购中国国内非专营，非配额的商品出口（涉及许可经营的凭许可证经营）,,外资企业,五金、交电、化工批发业,225,400,2003-7-18
上海东方众鑫大厦物业管理有限公司,上海,上海市静安区南京西路６９９号六楼,马宏君,,,62716854,200041,物业管理，保洁服务，洗染服务，票务代理（除飞机票），寄递业务（信件和其它具有信件性质的物品除外），家用电器，日用百货，服装。（涉及许可经营的凭许可证经营）。,,有限责任公司,种植业,32,100,2003-7-15
